policy_id,region_code,current_rain,claim_probability,risk_tier,final_premium
POL050853,C8,0.0,0.0,Low Risk,10000.0
POL006982,C5,5.8,0.0,Low Risk,10000.0
POL000601,C8,0.0,0.0,Low Risk,10000.0
POL003098,C8,0.0,0.04,Low Risk,14000.0
POL031639,C3,0.0,0.0,Low Risk,10000.0
POL019137,C9,0.0,0.02,Low Risk,12000.0
POL037326,C8,0.0,0.02,Low Risk,12000.0
POL033904,C5,5.8,0.03,Low Risk,13000.0
POL025340,C8,0.0,0.12,Moderate,22000.0
POL045914,C8,0.0,0.55,High Risk,65000.0
POL002695,C3,0.0,0.05,Low Risk,15000.0
POL032185,C17,0.0,0.02,Low Risk,12000.0
POL021279,C10,0.0,0.0,Low Risk,10000.0
POL045734,C1,12.5,0.04,Low Risk,14000.0
POL001314,C19,0.2,0.02,Low Risk,12000.0
POL004084,C3,0.0,0.24,High Risk,34000.0
POL015730,C14,0.0,0.07,Moderate,17000.0
POL006110,C12,0.0,0.0,Low Risk,10000.0
POL053099,C8,0.0,0.11,Moderate,21000.0
POL011568,C15,0.0,0.0,Low Risk,10000.0
POL009105,C14,0.0,0.0,Low Risk,10000.0
POL022131,C10,0.0,0.02,Low Risk,12000.0
POL009974,C8,0.0,0.03,Low Risk,13000.0
POL054512,C5,5.8,0.0,Low Risk,10000.0
POL042272,C5,5.8,0.04,Low Risk,14000.0
POL012512,C8,0.0,0.01,Low Risk,11000.0
POL055204,C13,0.0,0.01,Low Risk,11000.0
POL039318,C13,0.0,0.02,Low Risk,12000.0
POL046044,C2,0.0,0.0,Low Risk,10000.0
POL025410,C5,5.8,0.03,Low Risk,13000.0
POL000510,C14,0.0,0.04,Low Risk,14000.0
POL026292,C10,0.0,0.0,Low Risk,10000.0
POL052344,C3,0.0,0.0,Low Risk,10000.0
POL008324,C14,0.0,0.0,Low Risk,10000.0
POL016470,C2,0.0,0.06,Moderate,16000.0
POL054739,C7,0.0,0.01,Low Risk,11000.0
POL048625,C17,0.0,0.01,Low Risk,11000.0
POL049539,C2,0.0,0.02,Low Risk,12000.0
POL012235,C14,0.0,0.04,Low Risk,14000.0
POL008382,C3,0.0,0.0,Low Risk,10000.0
POL002984,C5,5.8,0.02,Low Risk,12000.0
POL044740,C8,0.0,0.0,Low Risk,10000.0
POL039963,C14,0.0,0.66,High Risk,76000.0
POL018231,C1,12.5,0.0,Low Risk,10000.0
POL004241,C1,12.5,0.0,Low Risk,10000.0
POL037555,C3,0.0,0.0,Low Risk,10000.0
POL006236,C7,0.0,0.0,Low Risk,10000.0
POL041601,C5,5.8,0.0,Low Risk,10000.0
POL000218,C2,0.0,0.0,Low Risk,10000.0
POL033247,C14,0.0,0.07,Moderate,17000.0
POL014186,C14,0.0,0.05,Low Risk,15000.0
POL033468,C8,0.0,0.0,Low Risk,10000.0
POL043630,C8,0.0,0.0,Low Risk,10000.0
POL006214,C8,0.0,0.0,Low Risk,10000.0
POL055040,C9,0.0,0.0,Low Risk,10000.0
POL019014,C13,0.0,0.01,Low Risk,11000.0
POL050873,C8,0.0,0.02,Low Risk,12000.0
POL007463,C2,0.0,0.06,Moderate,16000.0
POL031510,C8,0.0,0.05,Low Risk,15000.0
POL041757,C8,0.0,0.07,Moderate,17000.0
POL052318,C3,0.0,0.0,Low Risk,10000.0
POL047003,C2,0.0,0.06,Moderate,16000.0
POL018058,C12,0.0,0.01,Low Risk,11000.0
POL054231,C3,0.0,0.0,Low Risk,10000.0
POL008893,C8,0.0,0.02,Low Risk,12000.0
POL054071,C2,0.0,0.0,Low Risk,10000.0
POL035662,C12,0.0,0.02,Low Risk,12000.0
POL052729,C2,0.0,0.07,Moderate,17000.0
POL017364,C10,0.0,0.0,Low Risk,10000.0
POL029097,C8,0.0,0.03,Low Risk,13000.0
POL052894,C8,0.0,0.03,Low Risk,13000.0
POL054397,C2,0.0,0.01,Low Risk,11000.0
POL017343,C8,0.0,0.05,Low Risk,15000.0
POL053169,C2,0.0,0.0,Low Risk,10000.0
POL036610,C5,5.8,0.0,Low Risk,10000.0
POL026818,C2,0.0,0.04,Low Risk,14000.0
POL012953,C8,0.0,0.0,Low Risk,10000.0
POL026461,C8,0.0,0.0,Low Risk,10000.0
POL006248,C9,0.0,0.0,Low Risk,10000.0
POL021963,C12,0.0,0.01,Low Risk,11000.0
POL048416,C2,0.0,0.01,Low Risk,11000.0
POL031962,C8,0.0,0.0,Low Risk,10000.0
POL056584,C11,0.0,0.02,Low Risk,12000.0
POL047305,C3,0.0,0.0,Low Risk,10000.0
POL007028,C5,5.8,0.0,Low Risk,10000.0
POL027258,C14,0.0,0.28,High Risk,38000.0
POL009062,C19,0.2,0.01,Low Risk,11000.0
POL030300,C3,0.0,0.02,Low Risk,12000.0
POL014454,C2,0.0,0.0,Low Risk,10000.0
POL000051,C2,0.0,0.04,Low Risk,14000.0
POL018260,C5,5.8,0.0,Low Risk,10000.0
POL017514,C2,0.0,0.68,High Risk,78000.0
POL031208,C8,0.0,0.04,Low Risk,14000.0
POL058171,C5,5.8,0.0,Low Risk,10000.0
POL005233,C3,0.0,0.05,Low Risk,15000.0
POL027221,C14,0.0,0.67,High Risk,77000.0
POL044877,C5,5.8,0.0497773040268007,Low Risk,14977.73040268007
POL042693,C13,0.0,0.02,Low Risk,12000.0
POL016101,C8,0.0,0.0,Low Risk,10000.0
POL045170,C3,0.0,0.0,Low Risk,10000.0
POL057231,C2,0.0,0.0,Low Risk,10000.0
POL050659,C9,0.0,0.09,Moderate,19000.0
POL018548,C8,0.0,0.03,Low Risk,13000.0
POL048642,C15,0.0,0.05,Low Risk,15000.0
POL014929,C3,0.0,0.03,Low Risk,13000.0
POL043158,C1,12.5,0.1,Moderate,20000.0
POL024289,C3,0.0,0.05,Low Risk,15000.0
POL011677,C12,0.0,0.0,Low Risk,10000.0
POL015158,C8,0.0,0.0,Low Risk,10000.0
POL025390,C8,0.0,0.0488073379963387,Low Risk,14880.73379963387
POL015175,C8,0.0,0.0,Low Risk,10000.0
POL004894,C5,5.8,0.0,Low Risk,10000.0
POL037533,C1,12.5,0.0,Low Risk,10000.0
POL049262,C12,0.0,0.71,High Risk,81000.0
POL036601,C8,0.0,0.01,Low Risk,11000.0
POL012297,C2,0.0,0.0292339452718273,Low Risk,12923.39452718273
POL009878,C8,0.0,0.0,Low Risk,10000.0
POL054902,C2,0.0,0.05,Low Risk,15000.0
POL038552,C2,0.0,0.06936039937704,Moderate,16936.039937704
POL037901,C8,0.0,0.0,Low Risk,10000.0
POL028781,C8,0.0,0.01,Low Risk,11000.0
POL053194,C16,0.0,0.02,Low Risk,12000.0
POL042437,C3,0.0,0.67,High Risk,77000.0
POL028259,C3,0.0,0.0,Low Risk,10000.0
POL010005,C6,0.1,0.0,Low Risk,10000.0
POL042012,C5,5.8,0.11,Moderate,21000.0
POL057357,C8,0.0,0.01,Low Risk,11000.0
POL025453,C2,0.0,0.02,Low Risk,12000.0
POL027378,C8,0.0,0.0078534734279628,Low Risk,10785.347342796282
POL012011,C13,0.0,0.3,High Risk,40000.0
POL049607,C7,0.0,0.02,Low Risk,12000.0
POL018402,C5,5.8,0.01,Low Risk,11000.0
POL056618,C10,0.0,0.01,Low Risk,11000.0
POL050742,C8,0.0,0.5217929964492165,High Risk,62179.29964492165
POL049624,C21,0.0,0.01,Low Risk,11000.0
POL028437,C3,0.0,0.07,Moderate,17000.0
POL042149,C5,5.8,0.05,Low Risk,15000.0
POL015775,C10,0.0,0.0,Low Risk,10000.0
POL008000,C3,0.0,0.0,Low Risk,10000.0
POL044616,C10,0.0,0.02,Low Risk,12000.0
POL051956,C3,0.0,0.0,Low Risk,10000.0
POL023083,C5,5.8,0.01,Low Risk,11000.0
POL030063,C10,0.0,0.0,Low Risk,10000.0
POL000145,C7,0.0,0.04,Low Risk,14000.0
POL007873,C6,0.1,0.03,Low Risk,13000.0
POL040072,C8,0.0,0.08,Moderate,18000.0
POL033486,C10,0.0,0.01936039937704,Low Risk,11936.039937704
POL048254,C5,5.8,0.01,Low Risk,11000.0
POL034231,C5,5.8,0.02,Low Risk,12000.0
POL011915,C5,5.8,0.0,Low Risk,10000.0
POL047343,C2,0.0,0.1,Moderate,20000.0
POL004461,C8,0.0,0.18,High Risk,28000.0
POL048241,C8,0.0,0.01,Low Risk,11000.0
POL019003,C8,0.0,0.0087976980609973,Low Risk,10879.76980609973
POL009389,C5,5.8,0.56,High Risk,66000.0
POL025369,C8,0.0,0.02,Low Risk,12000.0
POL026296,C3,0.0,0.0,Low Risk,10000.0
POL025171,C8,0.0,0.66,High Risk,76000.0
POL042389,C10,0.0,0.07,Moderate,17000.0
POL000185,C8,0.0,0.15,Moderate,25000.0
POL055436,C8,0.0,0.08,Moderate,18000.0
POL008482,C9,0.0,0.02,Low Risk,12000.0
POL037309,C15,0.0,0.0,Low Risk,10000.0
POL022795,C2,0.0,0.03,Low Risk,13000.0
POL012530,C5,5.8,0.0,Low Risk,10000.0
POL024064,C8,0.0,0.06,Moderate,16000.0
POL047770,C2,0.0,0.0,Low Risk,10000.0
POL048879,C8,0.0,0.03,Low Risk,13000.0
POL036968,C16,0.0,0.0,Low Risk,10000.0
POL018645,C16,0.0,0.0,Low Risk,10000.0
POL056654,C8,0.0,0.15,Moderate,25000.0
POL058039,C8,0.0,0.0,Low Risk,10000.0
POL016172,C7,0.0,0.04,Low Risk,14000.0
POL010974,C2,0.0,0.0,Low Risk,10000.0
POL027890,C10,0.0,0.0,Low Risk,10000.0
POL039038,C7,0.0,0.0,Low Risk,10000.0
POL021022,C3,0.0,0.09,Moderate,19000.0
POL051860,C2,0.0,0.01,Low Risk,11000.0
POL045030,C5,5.8,0.05,Low Risk,15000.0
POL019169,C9,0.0,0.0,Low Risk,10000.0
POL056034,C8,0.0,0.0,Low Risk,10000.0
POL049424,C10,0.0,0.03,Low Risk,13000.0
POL039772,C19,0.2,0.01,Low Risk,11000.0
POL006927,C9,0.0,0.63,High Risk,73000.0
POL010420,C5,5.8,0.0273288480193592,Low Risk,12732.88480193592
POL037837,C9,0.0,0.12,Moderate,22000.0
POL022403,C14,0.0,0.01,Low Risk,11000.0
POL051775,C22,0.9,0.03,Low Risk,13000.0
POL003400,C8,0.0,0.1,Moderate,20000.0
POL000977,C7,0.0,0.0,Low Risk,10000.0
POL031537,C2,0.0,0.08,Moderate,18000.0
POL001786,C14,0.0,0.02,Low Risk,12000.0
POL029498,C10,0.0,0.04,Low Risk,14000.0
POL013040,C3,0.0,0.01,Low Risk,11000.0
POL018815,C7,0.0,0.02,Low Risk,12000.0
POL039433,C9,0.0,0.0,Low Risk,10000.0
POL002928,C8,0.0,0.2072284273809796,High Risk,30722.84273809796
POL029646,C2,0.0,0.01,Low Risk,11000.0
POL037956,C6,0.1,0.0,Low Risk,10000.0
POL057767,C13,0.0,0.04,Low Risk,14000.0
POL012115,C8,0.0,0.0876592134268613,Moderate,18765.921342686128
POL016696,C8,0.0,0.01,Low Risk,11000.0
POL031980,C2,0.0,0.29,High Risk,39000.0
POL054455,C12,0.0,0.03,Low Risk,13000.0
POL050781,C5,5.8,0.1,Moderate,20000.0
POL038922,C10,0.0,0.0,Low Risk,10000.0
POL034268,C10,0.0,0.0,Low Risk,10000.0
POL015099,C5,5.8,0.0,Low Risk,10000.0
POL044727,C8,0.0,0.0,Low Risk,10000.0
POL001193,C7,0.0,0.0,Low Risk,10000.0
POL002450,C8,0.0,0.05,Low Risk,15000.0
POL034860,C7,0.0,0.0,Low Risk,10000.0
POL023535,C19,0.2,0.65,High Risk,75000.0
POL046137,C12,0.0,0.59,High Risk,69000.0
POL000461,C22,0.9,0.03,Low Risk,13000.0
POL012238,C10,0.0,0.19,High Risk,29000.0
POL042698,C10,0.0,0.0,Low Risk,10000.0
POL054490,C7,0.0,0.03,Low Risk,13000.0
POL017056,C17,0.0,0.01,Low Risk,11000.0
POL012745,C2,0.0,0.01,Low Risk,11000.0
POL056633,C3,0.0,0.19,High Risk,29000.0
POL008847,C7,0.0,0.01,Low Risk,11000.0
POL024002,C13,0.0,0.0,Low Risk,10000.0
POL005596,C12,0.0,0.03,Low Risk,13000.0
POL056268,C10,0.0,0.0,Low Risk,10000.0
POL003737,C8,0.0,0.57,High Risk,67000.0
POL011263,C8,0.0,0.0,Low Risk,10000.0
POL044669,C5,5.8,0.0,Low Risk,10000.0
POL014134,C9,0.0,0.01,Low Risk,11000.0
POL030016,C8,0.0,0.02,Low Risk,12000.0
POL001448,C21,0.0,0.08,Moderate,18000.0
POL013342,C5,5.8,0.01,Low Risk,11000.0
POL050605,C8,0.0,0.04,Low Risk,14000.0
POL015738,C5,5.8,0.0,Low Risk,10000.0
POL033824,C8,0.0,0.06,Moderate,16000.0
POL034013,C8,0.0,0.02,Low Risk,12000.0
POL002025,C1,12.5,0.03,Low Risk,13000.0
POL041180,C10,0.0,0.0,Low Risk,10000.0
POL019672,C14,0.0,0.0796696345924979,Moderate,17966.96345924979
POL014927,C10,0.0,0.0,Low Risk,10000.0
POL004108,C2,0.0,0.67,High Risk,77000.0
POL051829,C3,0.0,0.0,Low Risk,10000.0
POL004443,C8,0.0,0.01,Low Risk,11000.0
POL004355,C5,5.8,0.02,Low Risk,12000.0
POL027590,C16,0.0,0.0,Low Risk,10000.0
POL027330,C8,0.0,0.02,Low Risk,12000.0
POL015262,C5,5.8,0.05,Low Risk,15000.0
POL003413,C3,0.0,0.07,Moderate,17000.0
POL040197,C17,0.0,0.0,Low Risk,10000.0
POL029886,C7,0.0,0.03,Low Risk,13000.0
POL040488,C5,5.8,0.6,High Risk,70000.0
POL012269,C8,0.0,0.04,Low Risk,14000.0
POL027466,C5,5.8,0.0,Low Risk,10000.0
POL052104,C5,5.8,0.0,Low Risk,10000.0
POL052476,C8,0.0,0.0,Low Risk,10000.0
POL027705,C10,0.0,0.0,Low Risk,10000.0
POL004371,C2,0.0,0.0,Low Risk,10000.0
POL013983,C8,0.0,0.05,Low Risk,15000.0
POL024570,C2,0.0,0.0,Low Risk,10000.0
POL012584,C13,0.0,0.05,Low Risk,15000.0
POL019664,C8,0.0,0.58,High Risk,68000.0
POL025592,C8,0.0,0.04,Low Risk,14000.0
POL040381,C8,0.0,0.0,Low Risk,10000.0
POL002914,C1,12.5,0.0,Low Risk,10000.0
POL016419,C8,0.0,0.01,Low Risk,11000.0
POL019726,C18,0.7,0.0,Low Risk,10000.0
POL000115,C8,0.0,0.0,Low Risk,10000.0
POL001435,C8,0.0,0.01,Low Risk,11000.0
POL028702,C6,0.1,0.72,High Risk,82000.0
POL038160,C19,0.2,0.11,Moderate,21000.0
POL024676,C2,0.0,0.0,Low Risk,10000.0
POL034007,C8,0.0,0.2,High Risk,30000.0
POL026532,C8,0.0,0.0,Low Risk,10000.0
POL003246,C9,0.0,0.04,Low Risk,14000.0
POL043903,C8,0.0,0.12,Moderate,22000.0
POL056918,C11,0.0,0.04,Low Risk,14000.0
POL042031,C2,0.0,0.0,Low Risk,10000.0
POL055720,C4,0.0,0.04,Low Risk,14000.0
POL045959,C8,0.0,0.01,Low Risk,11000.0
POL015463,C7,0.0,0.6,High Risk,70000.0
POL038763,C8,0.0,0.0087976980609973,Low Risk,10879.76980609973
POL000332,C2,0.0,0.07,Moderate,17000.0
POL054415,C2,0.0,0.06,Moderate,16000.0
POL035144,C7,0.0,0.67,High Risk,77000.0
POL050150,C8,0.0,0.04,Low Risk,14000.0
POL028073,C2,0.0,0.02,Low Risk,12000.0
POL043067,C5,5.8,0.02,Low Risk,12000.0
POL000190,C7,0.0,0.0,Low Risk,10000.0
POL031830,C3,0.0,0.630189081601123,High Risk,73018.90816011229
POL032421,C15,0.0,0.01,Low Risk,11000.0
POL020519,C5,5.8,0.0,Low Risk,10000.0
POL016838,C8,0.0,0.02,Low Risk,12000.0
POL012838,C5,5.8,0.02,Low Risk,12000.0
POL025449,C8,0.0,0.0,Low Risk,10000.0
POL052378,C5,5.8,0.0,Low Risk,10000.0
POL018249,C8,0.0,0.07,Moderate,17000.0
POL031987,C14,0.0,0.7,High Risk,80000.0
POL001593,C5,5.8,0.56,High Risk,66000.0
POL040152,C14,0.0,0.0,Low Risk,10000.0
POL051520,C3,0.0,0.0,Low Risk,10000.0
POL049726,C9,0.0,0.02,Low Risk,12000.0
POL049440,C13,0.0,0.03,Low Risk,13000.0
POL036717,C1,12.5,0.03,Low Risk,13000.0
POL020265,C7,0.0,0.15,Moderate,25000.0
POL044789,C1,12.5,0.67,High Risk,77000.0
POL041289,C3,0.0,0.0,Low Risk,10000.0
POL051708,C5,5.8,0.02,Low Risk,12000.0
POL004533,C5,5.8,0.0,Low Risk,10000.0
POL014401,C2,0.0,0.01,Low Risk,11000.0
POL033886,C8,0.0,0.07,Moderate,17000.0
POL029095,C5,5.8,0.0,Low Risk,10000.0
POL035766,C12,0.0,0.01,Low Risk,11000.0
POL050638,C2,0.0,0.07,Moderate,17000.0
POL017821,C7,0.0,0.02,Low Risk,12000.0
POL004637,C3,0.0,0.6293094001280781,High Risk,72930.94001280781
POL045554,C16,0.0,0.0,Low Risk,10000.0
POL035691,C7,0.0,0.15,Moderate,25000.0
POL006684,C8,0.0,0.0,Low Risk,10000.0
POL031779,C5,5.8,0.03,Low Risk,13000.0
POL023754,C5,5.8,0.0,Low Risk,10000.0
POL038443,C11,0.0,0.0,Low Risk,10000.0
POL033191,C2,0.0,0.01,Low Risk,11000.0
POL048712,C8,0.0,0.03,Low Risk,13000.0
POL051159,C10,0.0,0.6,High Risk,70000.0
POL005553,C2,0.0,0.0,Low Risk,10000.0
POL008468,C5,5.8,0.0,Low Risk,10000.0
POL033079,C10,0.0,0.0,Low Risk,10000.0
POL026553,C12,0.0,0.02,Low Risk,12000.0
POL055177,C8,0.0,0.17,High Risk,27000.0
POL003765,C5,5.8,0.0,Low Risk,10000.0
POL016184,C11,0.0,0.66,High Risk,76000.0
POL018693,C8,0.0,0.0,Low Risk,10000.0
POL054300,C9,0.0,0.1,Moderate,20000.0
POL037658,C5,5.8,0.0196696345924979,Low Risk,11966.963459249791
POL023688,C3,0.0,0.05,Low Risk,15000.0
POL030181,C2,0.0,0.04,Low Risk,14000.0
POL000786,C4,0.0,0.18,High Risk,28000.0
POL031896,C2,0.0,0.13,Moderate,23000.0
POL058534,C13,0.0,0.13,Moderate,23000.0
POL023314,C7,0.0,0.0,Low Risk,10000.0
POL019926,C4,0.0,0.0,Low Risk,10000.0
POL021200,C3,0.0,0.0,Low Risk,10000.0
POL016328,C14,0.0,0.05,Low Risk,15000.0
POL053190,C3,0.0,0.1,Moderate,20000.0
POL019453,C5,5.8,0.02,Low Risk,12000.0
POL022554,C8,0.0,0.0,Low Risk,10000.0
POL006588,C10,0.0,0.0,Low Risk,10000.0
POL058430,C3,0.0,0.01,Low Risk,11000.0
POL009417,C3,0.0,0.01,Low Risk,11000.0
POL047325,C2,0.0,0.0,Low Risk,10000.0
POL031765,C2,0.0,0.01,Low Risk,11000.0
POL022121,C7,0.0,0.01,Low Risk,11000.0
POL018544,C8,0.0,0.0,Low Risk,10000.0
POL021162,C15,0.0,0.0,Low Risk,10000.0
POL014043,C3,0.0,0.0,Low Risk,10000.0
POL036619,C2,0.0,0.01,Low Risk,11000.0
POL002207,C3,0.0,0.0480811981311202,Low Risk,14808.11981311202
POL006384,C2,0.0,0.65,High Risk,75000.0
POL033382,C3,0.0,0.04,Low Risk,14000.0
POL056720,C19,0.2,0.06,Moderate,16000.0
POL026693,C10,0.0,0.0,Low Risk,10000.0
POL056046,C8,0.0,0.0,Low Risk,10000.0
POL057867,C5,5.8,0.0,Low Risk,10000.0
POL017728,C2,0.0,0.0,Low Risk,10000.0
POL042072,C5,5.8,0.0,Low Risk,10000.0
POL044735,C13,0.0,0.0,Low Risk,10000.0
POL047739,C3,0.0,0.66,High Risk,76000.0
POL009222,C8,0.0,0.02,Low Risk,12000.0
POL014920,C8,0.0,0.0,Low Risk,10000.0
POL006340,C8,0.0,0.1,Moderate,20000.0
POL031516,C9,0.0,0.58,High Risk,68000.0
POL005757,C11,0.0,0.01,Low Risk,11000.0
POL053627,C2,0.0,0.06,Moderate,16000.0
POL050608,C10,0.0,0.04,Low Risk,14000.0
POL053256,C2,0.0,0.01,Low Risk,11000.0
POL000554,C3,0.0,0.0,Low Risk,10000.0
POL037678,C14,0.0,0.01,Low Risk,11000.0
POL052466,C9,0.0,0.0,Low Risk,10000.0
POL032263,C21,0.0,0.02,Low Risk,12000.0
POL035320,C9,0.0,0.03,Low Risk,13000.0
POL036315,C3,0.0,0.04,Low Risk,14000.0
POL057891,C5,5.8,0.03,Low Risk,13000.0
POL056953,C3,0.0,0.0,Low Risk,10000.0
POL033356,C8,0.0,0.0,Low Risk,10000.0
POL032681,C9,0.0,0.0,Low Risk,10000.0
POL011620,C7,0.0,0.03,Low Risk,13000.0
POL023251,C5,5.8,0.02,Low Risk,12000.0
POL024410,C8,0.0,0.01,Low Risk,11000.0
POL036519,C14,0.0,0.0787976980609973,Moderate,17879.76980609973
POL052189,C13,0.0,0.05,Low Risk,15000.0
POL035816,C17,0.0,0.0,Low Risk,10000.0
POL033360,C7,0.0,0.0,Low Risk,10000.0
POL035118,C8,0.0,0.03,Low Risk,13000.0
POL004473,C9,0.0,0.0,Low Risk,10000.0
POL042116,C12,0.0,0.02,Low Risk,12000.0
POL020937,C8,0.0,0.01,Low Risk,11000.0
POL002472,C3,0.0,0.0,Low Risk,10000.0
POL016945,C2,0.0,0.0,Low Risk,10000.0
POL019241,C8,0.0,0.0,Low Risk,10000.0
POL037663,C8,0.0,0.0,Low Risk,10000.0
POL038925,C15,0.0,0.08,Moderate,18000.0
POL015200,C5,5.8,0.07,Moderate,17000.0
POL052959,C14,0.0,0.01,Low Risk,11000.0
POL020119,C11,0.0,0.0,Low Risk,10000.0
POL043834,C7,0.0,0.0,Low Risk,10000.0
POL052031,C5,5.8,0.0,Low Risk,10000.0
POL020169,C3,0.0,0.01,Low Risk,11000.0
POL036783,C5,5.8,0.01,Low Risk,11000.0
POL051303,C8,0.0,0.73,High Risk,83000.0
POL046146,C8,0.0,0.02,Low Risk,12000.0
POL019101,C3,0.0,0.26,High Risk,36000.0
POL036123,C14,0.0,0.02,Low Risk,12000.0
POL034876,C19,0.2,0.0,Low Risk,10000.0
POL031739,C2,0.0,0.0,Low Risk,10000.0
POL037008,C5,5.8,0.02,Low Risk,12000.0
POL023427,C11,0.0,0.26,High Risk,36000.0
POL039320,C3,0.0,0.02,Low Risk,12000.0
POL016845,C19,0.2,0.02,Low Risk,12000.0
POL058131,C1,12.5,0.0,Low Risk,10000.0
POL031785,C2,0.0,0.7,High Risk,80000.0
POL044536,C9,0.0,0.01,Low Risk,11000.0
POL009912,C10,0.0,0.0,Low Risk,10000.0
POL015494,C8,0.0,0.68,High Risk,78000.0
POL031188,C19,0.2,0.01,Low Risk,11000.0
POL026696,C2,0.0,0.0,Low Risk,10000.0
POL002502,C5,5.8,0.0,Low Risk,10000.0
POL054594,C4,0.0,0.0,Low Risk,10000.0
POL006570,C12,0.0,0.02,Low Risk,12000.0
POL054844,C13,0.0,0.03,Low Risk,13000.0
POL000531,C8,0.0,0.05,Low Risk,15000.0
POL001072,C15,0.0,0.02,Low Risk,12000.0
POL035451,C6,0.1,0.0,Low Risk,10000.0
POL043898,C3,0.0,0.00936039937704,Low Risk,10936.039937704001
POL020183,C12,0.0,0.67,High Risk,77000.0
POL040228,C3,0.0,0.610559895868507,High Risk,71055.9895868507
POL004176,C15,0.0,0.01,Low Risk,11000.0
POL031307,C13,0.0,0.02,Low Risk,12000.0
POL031995,C8,0.0,0.0,Low Risk,10000.0
POL049205,C5,5.8,0.0,Low Risk,10000.0
POL021586,C8,0.0,0.0,Low Risk,10000.0
POL057438,C10,0.0,0.0,Low Risk,10000.0
POL008462,C8,0.0,0.01,Low Risk,11000.0
POL058389,C8,0.0,0.02,Low Risk,12000.0
POL017732,C4,0.0,0.01,Low Risk,11000.0
POL010729,C3,0.0,0.02,Low Risk,12000.0
POL049051,C11,0.0,0.03,Low Risk,13000.0
POL015691,C5,5.8,0.02,Low Risk,12000.0
POL052073,C5,5.8,0.09,Moderate,19000.0
POL000580,C3,0.0,0.0771977713429168,Moderate,17719.777134291682
POL054606,C13,0.0,0.02,Low Risk,12000.0
POL036607,C8,0.0,0.03,Low Risk,13000.0
POL054687,C5,5.8,0.02,Low Risk,12000.0
POL020999,C5,5.8,0.07,Moderate,17000.0
POL055597,C10,0.0,0.0,Low Risk,10000.0
POL033900,C7,0.0,0.0,Low Risk,10000.0
POL040406,C2,0.0,0.02,Low Risk,12000.0
POL034343,C10,0.0,0.0,Low Risk,10000.0
POL047726,C8,0.0,0.03,Low Risk,13000.0
POL044073,C9,0.0,0.01,Low Risk,11000.0
POL004165,C17,0.0,0.0,Low Risk,10000.0
POL044189,C8,0.0,0.03,Low Risk,13000.0
POL034105,C5,5.8,0.07,Moderate,17000.0
POL013436,C13,0.0,0.0,Low Risk,10000.0
POL055521,C8,0.0,0.01,Low Risk,11000.0
POL036509,C7,0.0,0.76,High Risk,86000.0
POL002360,C8,0.0,0.0,Low Risk,10000.0
POL016335,C3,0.0,0.03,Low Risk,13000.0
POL006115,C13,0.0,0.02,Low Risk,12000.0
POL038656,C11,0.0,0.61,High Risk,71000.0
POL053071,C2,0.0,0.03,Low Risk,13000.0
POL022689,C10,0.0,0.0,Low Risk,10000.0
POL012165,C14,0.0,0.06,Moderate,16000.0
POL012306,C8,0.0,0.01,Low Risk,11000.0
POL002112,C10,0.0,0.0,Low Risk,10000.0
POL020110,C3,0.0,0.09,Moderate,19000.0
POL046032,C2,0.0,0.04,Low Risk,14000.0
POL039371,C13,0.0,0.03,Low Risk,13000.0
POL013433,C2,0.0,0.06,Moderate,16000.0
POL055328,C8,0.0,0.72,High Risk,82000.0
POL053218,C2,0.0,0.0,Low Risk,10000.0
POL043278,C19,0.2,0.01,Low Risk,11000.0
POL025255,C9,0.0,0.02,Low Risk,12000.0
POL021543,C8,0.0,0.01,Low Risk,11000.0
POL041511,C9,0.0,0.02,Low Risk,12000.0
POL009922,C13,0.0,0.02,Low Risk,12000.0
POL026566,C8,0.0,0.0,Low Risk,10000.0
POL055304,C7,0.0,0.0,Low Risk,10000.0
POL009490,C2,0.0,0.01,Low Risk,11000.0
POL007131,C7,0.0,0.0,Low Risk,10000.0
POL010024,C10,0.0,0.01,Low Risk,11000.0
POL027682,C8,0.0,0.5386322799443695,High Risk,63863.22799443695
POL024922,C2,0.0,0.0,Low Risk,10000.0
POL050096,C8,0.0,0.0,Low Risk,10000.0
POL030420,C8,0.0,0.08,Moderate,18000.0
POL007808,C10,0.0,0.03,Low Risk,13000.0
POL054982,C14,0.0,0.01,Low Risk,11000.0
POL050071,C2,0.0,0.01,Low Risk,11000.0
POL001189,C5,5.8,0.02,Low Risk,12000.0
POL057128,C13,0.0,0.03,Low Risk,13000.0
POL028978,C8,0.0,0.01,Low Risk,11000.0
POL043713,C9,0.0,0.7,High Risk,80000.0
POL014649,C10,0.0,0.57,High Risk,67000.0
POL033846,C3,0.0,0.04,Low Risk,14000.0
POL036657,C2,0.0,0.0,Low Risk,10000.0
POL018216,C14,0.0,0.7,High Risk,80000.0
POL002335,C9,0.0,0.02,Low Risk,12000.0
POL049365,C13,0.0,0.02,Low Risk,12000.0
POL039847,C10,0.0,0.0,Low Risk,10000.0
POL058125,C10,0.0,0.0,Low Risk,10000.0
POL031851,C3,0.0,0.1,Moderate,20000.0
POL010331,C8,0.0,0.04,Low Risk,14000.0
POL018637,C14,0.0,0.7,High Risk,80000.0
POL042200,C7,0.0,0.01,Low Risk,11000.0
POL035469,C19,0.2,0.13,Moderate,23000.0
POL003771,C3,0.0,0.01,Low Risk,11000.0
